# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/real_yeast.gtf" "-o" "FeatureCounts.txt" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam
YKL201C	chrXI	63930	67466	-	3537	4183	5294	3570	3047	2342	3324
YKL123W	chrXI	212043	212423	+	381	4	1	1	0	1	1
YKL224C	chrXI	1810	2181	-	372	0	0	4	0	0	0
YKL077W	chrXI	291453	292631	+	1179	1302	1699	1190	763	858	921
YKR103W	chrXI	653080	656736	+	3657	355	418	306	231	210	260
YKR104W	chrXI	656836	657756	+	921	124	132	81	62	66	82
YKR024C	chrXI	485144	487372	-	2229	791	1059	782	514	618	485
YKR056W	chrXI	549448	551367	+	1920	888	1204	922	606	720	640
YKL203C	chrXI	55935	63359	-	7425	2141	2852	1740	1371	1322	1677
YKR054C	chrXI	535647	547925	-	12279	1742	1976	1232	1091	1061	1438
YKR057W	chrXI;chrXI	551657;552003	551680;552242	+;+	264	127	292	127	84	151	71
YKL133C	chrXI	191679	193070	-	1392	1204	1714	1191	754	1032	727
tH(GUG)K	chrXI	313401	313472	-	72	1	1	0	1	0	0
YKL122C	chrXI	212495	212998	-	504	1211	1876	1170	726	1059	726
YKR100C	chrXI	638901	639968	-	1068	864	1189	764	637	678	631
YKR083C	chrXI	596421	596822	-	402	141	275	173	81	135	46
YKL225W	chrXI	451	798	+	348	0	0	0	0	0	0
YKL189W	chrXI	84704	85903	+	1200	579	759	424	376	328	400
YKL113C	chrXI	224727	225875	-	1149	260	459	322	218	189	186
tV(AAC)K2	chrXI	379680	379753	+	74	3	4	8	2	5	1
YKL213C	chrXI	31960	34107	-	2148	2915	3029	2164	1632	1782	2028
YKL154W	chrXI	161601	162335	+	735	278	435	262	165	252	177
YKR063C	chrXI	560789	562297	-	1509	1040	1507	1026	681	846	706
YKL163W	chrXI	144401	145378	+	978	27263	35754	23496	18404	19521	24647
YKL174C	chrXI	120380	122236	-	1857	2180	2083	1619	1128	1261	1033
YKL134C	chrXI	189124	191442	-	2319	1041	1236	719	658	545	600
YKR011C	chrXI	461635	462696	-	1062	1649	1633	1688	952	1170	986
YKL005C	chrXI	433093	434877	-	1785	2572	3515	2434	1793	1664	1946
YKL069W	chrXI	307285	307827	+	543	136	208	186	103	142	92
YKL006W	chrXI;chrXI	431906;432433	432034;432720	+;+	417	160	428	210	202	196	180
YKL187C	chrXI	89284	91536	-	2253	1173	1785	850	824	788	1138
YKL111C	chrXI	228464	228799	-	336	3	1	1	0	1	1
YKR035W-A	chrXI	507939	508553	+	615	0	0	0	0	0	0
YKL182W	chrXI	100671	106826	+	6156	6711	8883	5038	4195	3889	4945
YKL099C	chrXI	255720	256472	-	753	765	1258	826	432	664	442
YKL179C	chrXI	110464	112503	-	2040	2694	2767	2169	1960	1638	1630
YKL047W	chrXI	349463	351013	+	1551	529	574	412	320	260	266
YKL049C	chrXI	346075	346764	-	690	540	743	674	406	553	296
YKL220C	chrXI	9091	11226	-	2136	202	320	167	139	125	141
YKL183W	chrXI	98721	99641	+	921	273	450	292	195	232	187
YKL181W	chrXI	107316	108599	+	1284	2165	3277	2225	1601	1717	1699
YKL088W	chrXI	275283	276998	+	1716	2028	3003	2405	1457	1634	1457
YKL209C	chrXI	42423	46295	-	3873	1027	1284	1082	590	746	680
tL(CAA)K	chrXI;chrXI	458557;458627	458594;458670	+;+	82	0	0	0	0	0	0
YKR019C	chrXI	476216	478063	-	1848	2025	1959	2258	1172	1384	1023
YKR012C	chrXI	463739	464116	-	378	5	17	8	12	4	13
YKL166C	chrXI	134509	135705	-	1197	969	1304	726	610	695	587
YKL016C	chrXI	407465	407989	-	525	2614	3360	2439	1624	1673	1714
YKR086W	chrXI	599857	603072	+	3216	1013	1444	1236	708	816	799
tR(ACG)K	chrXI	490968	491040	+	73	0	1	1	0	2	0
YKL141W	chrXI	179667	180263	+	597	3892	4694	2957	2252	2366	2709
YKL065C	chrXI	316437	317057	-	621	3308	4058	2449	2065	2204	2044
YKL013C	chrXI	417508	418023	-	516	2041	2427	1932	1197	1582	1358
YKL040C	chrXI	361058	361828	-	771	1038	1652	1166	511	776	557
YKR061W	chrXI	557677	558954	+	1278	960	1384	1020	864	963	625
YKL096W	chrXI	261132	261851	+	720	4744	7290	4692	3264	3458	3665
YKR050W	chrXI	527815	530484	+	2670	2701	3169	2417	1733	1625	2014
YKL170W	chrXI	130634	131050	+	417	277	413	260	229	209	146
YKR046C	chrXI	524223	525074	-	852	23051	26117	17993	14058	13906	16372
YKL210W	chrXI	39163	42237	+	3075	7460	9809	6195	4553	4616	6219
YKR002W	chrXI	443232	444938	+	1707	1348	1706	1183	893	915	1010
YKL015W	chrXI	408544	411483	+	2940	1281	1552	1326	839	846	962
snR87	chrXI	431030	431138	-	109	11	14	6	2	12	0
YKL009W	chrXI	426242	426952	+	711	469	777	621	385	461	299
YKL108W	chrXI	234426	235787	+	1362	124	193	154	131	116	121
YKR097W	chrXI	631152	632801	+	1650	442	1092	287	440	308	792
YKL071W	chrXI	305114	305884	+	771	387	476	379	277	329	263
YKL075C	chrXI	292956	294308	-	1353	712	990	709	396	467	434
YKL206C	chrXI	49006	49809	-	804	382	561	339	316	209	314
tD(GUC)K	chrXI	513332	513403	-	72	1	0	1	1	0	1
YKL195W	chrXI	75821	77032	+	1212	4488	5986	3892	2916	2957	3198
YKL130C	chrXI	195288	196028	-	741	270	337	223	181	243	158
YKL064W	chrXI	317764	320673	+	2910	4725	6066	5017	3121	3406	3444
YKR026C	chrXI	488738	489655	-	918	1143	1294	1039	682	852	689
YKL076C	chrXI	292838	293221	-	384	32	26	9	10	12	23
YKL188C	chrXI	86225	88786	-	2562	1988	2610	1854	1269	1274	1474
YKL196C	chrXI	74932	75534	-	603	3155	4539	3247	1552	2169	1566
snR42	chrXI	559016	559366	-	351	28	31	23	27	28	23
YKR105C	chrXI	658716	660464	-	1749	214	338	240	214	186	189
YKL109W	chrXI	232227	233891	+	1665	622	1303	713	553	580	704
YKR071C	chrXI	574934	575980	-	1047	1706	2196	1543	945	1206	1227
YKL168C	chrXI	131288	133462	-	2175	2551	3027	1851	1418	1400	1912
YKL102C	chrXI	248062	248367	-	306	31	49	20	22	20	17
YKR090W	chrXI	608946	611066	+	2121	499	636	532	336	402	390
YKR036C	chrXI	508702	510633	-	1932	1099	1509	1305	771	838	888
YKL202W	chrXI	63821	64402	+	582	181	217	116	110	74	103
YKR084C	chrXI	597055	598890	-	1836	1020	1281	1138	653	735	731
YKL216W	chrXI	25215	26159	+	945	959	1553	1029	775	830	722
YKR055W	chrXI	548216	549091	+	876	707	825	735	411	522	510
YKL219W	chrXI	14485	15708	+	1224	363	368	308	174	187	183
YKL020C	chrXI	398832	402080	-	3249	5364	5510	4107	2993	2897	3591
YKL178C	chrXI	113215	114627	-	1413	890	1094	731	637	582	556
YKL067W	chrXI	314812	315273	+	462	5149	6594	4890	2763	3598	3093
YKL097C	chrXI	258503	258913	-	411	8	14	9	0	2	8
YKL095W	chrXI	262277	263113	+	837	1153	1577	1204	838	853	828
YKR031C	chrXI	501344	506395	-	5052	3030	3793	2662	1881	1852	2070
YKL036C	chrXI	369528	369920	-	393	425	481	345	308	263	335
YKR088C	chrXI	604405	605418	-	1014	478	642	554	334	379	338
YKL151C	chrXI	164917	165930	-	1014	35758	42804	28370	19633	20877	25332
YKL105C	chrXI	239185	242583	-	3399	2432	2829	2092	1476	1513	1779
YKL169C	chrXI	130685	131068	-	384	6	3	0	1	1	2
YKL150W	chrXI	166544	167452	+	909	22646	23868	14469	11352	10790	16125
YKL023C-A	chrXI	393146	393373	-	228	286	426	316	201	205	192
YKL138C-A	chrXI	184803	185012	-	210	507	700	544	241	377	196
YKL082C	chrXI	281025	282329	-	1305	1355	2139	1676	938	1255	849
YKR070W	chrXI	573574	574632	+	1059	499	716	456	304	268	332
YKR021W	chrXI	479234	481981	+	2748	2136	2513	2300	1313	1515	1572
YKR016W	chrXI	469717	471339	+	1623	1048	1335	972	694	666	703
YKR033C	chrXI	506879	507304	-	426	0	0	0	0	0	0
YKR059W	chrXI	554987	556174	+	1188	696	1299	848	594	734	703
YKR069W	chrXI	571612	573393	+	1782	1099	1099	990	627	625	597
YKR053C	chrXI	534067	535281	-	1215	278	416	268	179	224	198
YKL218C	chrXI	17359	18339	-	981	2169	2873	1794	1304	1592	1441
YKL167C	chrXI	133721	134134	-	414	523	651	447	284	304	278
tE(UUC)K	chrXI	141018	141089	-	72	0	1	0	1	0	0
YKL142W	chrXI	178515	179174	+	660	7059	9201	7249	4456	5575	5001
YKL011C	chrXI	420155	421216	-	1062	455	592	437	272	301	241
YKL160W	chrXI	153269	153706	+	438	1014	1511	1061	732	823	657
YKL144C	chrXI	175843	176481	-	639	363	438	394	198	274	165
YKL055C	chrXI	335321	336157	-	837	310	390	235	191	216	222
YKR043C	chrXI	520897	521712	-	816	1355	1745	1550	892	1158	969
YKR039W	chrXI	515063	516871	+	1809	534	801	743	364	495	339
YKL019W	chrXI	402568	403518	+	951	1159	1364	1301	686	781	764
YKL184W	chrXI	96757	98157	+	1401	836	1301	823	630	641	637
YKR029C	chrXI	497578	499833	-	2256	1797	2083	1651	1098	1031	1132
YKL176C	chrXI	115500	117986	-	2487	2784	3877	2476	1979	2018	2043
YKL033W-A	chrXI	374505	375215	+	711	1478	2345	1438	873	1069	893
YKL090W	chrXI	271878	273209	+	1332	1222	1441	924	657	706	656
YKR041W	chrXI	518198	518950	+	753	0	19	9	15	12	6
YKL010C	chrXI	421424	425875	-	4452	4424	5426	3525	2926	2515	3463
YKL032C	chrXI	380065	381858	-	1794	1968	2744	2427	1565	1698	1912
YKR051W	chrXI	530946	532202	+	1257	770	869	636	487	389	556
YKR098C	chrXI	633026	635179	-	2154	1136	1424	910	717	645	860
YKL175W	chrXI	118793	120304	+	1512	3760	5219	4134	2966	3062	2768
YKL120W	chrXI	217344	218318	+	975	995	1314	832	579	622	775
YKL222C	chrXI	3503	5620	-	2118	1171	1710	873	767	672	823
YKL092C	chrXI	266145	269459	-	3315	445	581	491	268	314	266
YKL068W	chrXI	310199	313078	+	2880	1831	2463	2029	1420	1534	1634
YKR009C	chrXI	454352	457054	-	2703	3694	4734	3373	2343	2349	2881
tA(AGC)K2	chrXI	517988	518060	+	73	0	0	1	0	0	0
YKR028W	chrXI	494257	497358	+	3102	2108	2861	1939	1368	1395	1583
YKR076W	chrXI	582283	583395	+	1113	2382	3536	2016	1354	1583	1765
YKR106W	chrXI	661442	663289	+	1848	824	1077	607	466	487	587
YKL197C	chrXI	70734	73865	-	3132	1941	2561	2066	1224	1369	1417
YKL152C	chrXI	163642	164385	-	744	2148	3304	4025	1375	2485	1749
YKL093W	chrXI	264789	265808	+	1020	4039	6068	2794	2593	2547	3209
YKL080W	chrXI	285030	286208	+	1179	1221	1600	1175	708	886	906
YKL185W	chrXI	94499	96265	+	1767	723	1052	758	675	622	635
YKR081C	chrXI	591506	592540	-	1035	671	1201	793	627	668	475
YKR035C	chrXI	507920	508561	-	642	2	3	0	1	1	0
YKL101W	chrXI	248920	253476	+	4557	409	533	490	306	384	355
YKR008W	chrXI	452201	454078	+	1878	1699	2057	1782	1138	1160	1019
tW(CCA)K	chrXI;chrXI	302918;302988	302953;303023	+;+	72	16	20	5	13	18	6
YKL056C	chrXI	334412	334915	-	504	1899	3847	1923	1202	1800	1183
YKL156W	chrXI;chrXI	158613;158967	158615;159212	+;+	249	195	302	145	116	149	125
YKL162C	chrXI	147630	148838	-	1209	796	966	607	469	456	669
YKL192C	chrXI	80160	80537	-	378	1539	1858	1268	907	1068	1131
YKR064W	chrXI	562547	565138	+	2592	997	1271	969	583	673	611
YKL017C	chrXI	405190	407241	-	2052	768	743	820	441	564	404
YKL204W	chrXI	53704	55602	+	1899	2345	3119	2680	1702	1678	2066
YKL190W	chrXI;chrXI	82947;83075	82998;83550	+;+	528	1900	2549	2102	1106	1448	1040
YKL211C	chrXI	36699	38153	-	1455	942	1188	938	595	666	668
YKL115C	chrXI	222893	223285	-	393	47	73	44	43	22	57
YKL107W	chrXI	236141	237070	+	930	4696	6235	3258	3591	2918	2954
YKL127W	chrXI	203541	205253	+	1713	515	511	389	347	288	336
YKL165C-A	chrXI	135790	136023	-	234	15	32	22	22	29	14
YKR049C	chrXI	526830	527231	-	402	3981	5482	3949	2245	3122	2821
YKL052C	chrXI	339668	340546	-	879	1414	1487	1127	792	749	869
YKL053C-A	chrXI	339182	339442	-	261	517	636	450	279	302	289
YKL121W	chrXI	214142	216700	+	2559	1956	2148	1673	1115	1231	1449
tN(GUU)K	chrXI	74624	74697	+	74	0	0	0	0	1	0
YKL050C	chrXI	342852	345620	-	2769	5130	6484	4520	2654	3092	3103
YKL194C	chrXI	77258	78646	-	1389	305	394	261	218	201	165
YKR037C	chrXI	510910	511797	-	888	491	584	621	266	393	320
YKL059C	chrXI	328118	329443	-	1326	1576	2010	1702	1044	1143	1153
YKL205W	chrXI	50051	53353	+	3303	558	810	455	382	404	454
YKL137W	chrXI	185957	186292	+	336	548	863	593	284	412	285
YKR015C	chrXI	466961	468667	-	1707	409	674	397	290	291	288
YKL146W	chrXI	171783	173861	+	2079	3724	4643	3007	2384	2411	2894
YKR003W	chrXI	445381	446727	+	1347	1320	1547	1027	728	762	851
YKL028W	chrXI	385758	387206	+	1449	1886	2525	1954	1201	1381	1121
YKR010C	chrXI	458924	461239	-	2316	281	417	274	231	200	214
YKL193C	chrXI	78866	79882	-	1017	1481	1517	1399	698	1001	842
tK(CUU)K	chrXI	202999	203071	+	73	0	4	0	0	0	0
YKL212W	chrXI	34543	36414	+	1872	1863	2052	1444	1172	1194	1254
YKL147C	chrXI	171551	172168	-	618	55	89	81	33	35	27
YKL054C	chrXI	336537	338753	-	2217	4353	7264	5302	3233	3836	3561
snR38	chrXI	283185	283279	+	95	3	0	2	0	2	0
YKR096W	chrXI	626793	630380	+	3588	3498	4712	3197	2524	2376	3086
YKL006C-A	chrXI;chrXI	430198;430597	430455;430632	-;-	294	251	381	200	147	182	116
YKL164C	chrXI	141794	142819	-	1026	9549	12943	8617	6770	7129	7510
YKL145W-A	chrXI	174958	175050	+	93	0	0	0	0	0	0
YKL026C	chrXI	389380	389883	-	504	1764	2063	1376	852	912	1076
YKL044W	chrXI	356322	356642	+	321	114	185	109	109	92	76
YKL089W	chrXI	273394	275043	+	1650	347	461	418	222	317	244
YKR077W	chrXI	583653	584744	+	1092	455	580	366	261	257	383
YKR095W-A	chrXI;chrXI	625864;625977	625901;626205	+;+	267	47	119	57	59	43	26
YKL079W	chrXI	286603	288573	+	1971	2520	3423	1988	1500	1695	1550
YKL161C	chrXI	149386	150687	-	1302	581	1482	780	645	777	560
YKL159C	chrXI	153816	154451	-	636	1881	2209	2772	1076	1993	984
YKR030W	chrXI	500282	501103	+	822	1294	1512	1210	720	829	719
YKL037W	chrXI	369365	369721	+	357	22	18	36	22	40	22
YKL042W	chrXI	358475	359566	+	1092	159	190	133	100	103	87
YKR020W	chrXI	478338	478832	+	495	900	1071	1133	579	685	508
YKL012W	chrXI	418310	420061	+	1752	2925	3502	2963	1786	1959	1794
YKL106W	chrXI	237536	238891	+	1356	617	839	587	421	443	317
YKR075C	chrXI	579827	580750	-	924	555	1334	1164	428	726	546
YKR065C	chrXI	565299	565892	-	594	800	847	624	485	436	663
YKL043W	chrXI	356748	357848	+	1101	1056	1986	936	890	867	818
YKL045W	chrXI	353493	355079	+	1587	482	668	555	251	355	298
YKR060W	chrXI	556518	557342	+	825	220	364	274	218	199	155
YKL085W	chrXI	279123	280127	+	1005	2106	2337	1576	1119	1248	1551
YKL165C	chrXI	137932	140691	-	2760	150	205	238	129	152	110
YKL003C	chrXI	437097	437492	-	396	354	509	364	218	231	207
YKL072W	chrXI	299582	301882	+	2301	391	499	436	246	283	207
YKL177W	chrXI	114356	114694	+	339	20	29	15	7	17	14
YKL186C	chrXI	92744	93298	-	555	956	1367	963	737	815	662
snR64	chrXI	38811	38911	+	101	7	0	1	7	3	4
YKR032W	chrXI	506517	506831	+	315	41	69	57	9	40	24
YKL132C	chrXI	193574	194866	-	1293	119	144	148	83	96	67
YKL223W	chrXI	2389	2721	+	333	2	3	1	0	0	0
YKL078W	chrXI	288845	291052	+	2208	142	193	196	101	145	92
YKL001C	chrXI	438777	439385	-	609	1094	1222	714	575	613	355
YKR040C	chrXI	518063	518566	-	504	0	0	0	0	0	0
YKL046C	chrXI	351275	352624	-	1350	1705	1968	1639	1124	1283	1317
YKR017C	chrXI	471694	473349	-	1656	985	1128	843	563	644	620
YKL058W	chrXI	330166	330534	+	369	859	1340	977	445	632	419
YKL208W	chrXI	47157	47972	+	816	253	319	253	159	174	101
YKR005C	chrXI;chrXI	448521;450021	449951;450167	-;-	1578	367	424	398	244	291	236
YKR034W	chrXI	506898	507707	+	810	220	258	331	120	183	120
YKL060C	chrXI	326408	327487	-	1080	22083	29342	34119	12711	19380	18916
YKL030W	chrXI	382498	383103	+	606	5	10	3	2	5	9
YKL162C-A	chrXI	145922	146074	-	153	141	210	129	98	106	82
YKR091W	chrXI	611525	612265	+	741	833	1264	883	712	900	842
YKL096C-B	chrXI	259073	259222	-	150	16	18	17	8	17	8
YKL171W	chrXI	127475	130261	+	2787	3550	4694	3123	2242	2342	2811
YKL025C	chrXI	390240	392279	-	2040	2443	2532	2157	1298	1458	1687
YKL023W	chrXI	393721	394554	+	834	2643	3197	3713	1830	2345	2018
tR(UCU)K	chrXI	162487	162558	-	72	4	3	0	2	0	0
YKL215C	chrXI	26827	30687	-	3861	1222	1599	1023	862	736	1021
YKL136W	chrXI	186416	186814	+	399	12	10	13	5	6	13
YKL033W	chrXI	375456	378572	+	3117	849	1041	707	549	427	609
YKR023W	chrXI	483419	485011	+	1593	795	1204	978	563	627	577
YKR067W	chrXI	567918	570149	+	2232	1554	1780	1133	864	861	1267
YKL098W	chrXI	256770	257843	+	1074	1387	1817	1206	891	1005	1000
YKL114C	chrXI	223352	224455	-	1104	750	1107	795	450	637	478
YKL145W	chrXI	174213	175616	+	1404	4747	6379	4285	2913	3390	3661
YKL057C	chrXI	330856	333969	-	3114	1136	1377	1139	732	770	808
YKL106C-A	chrXI	237147	237266	-	120	46	35	16	26	13	21
YKL128C	chrXI	200884	201771	-	888	860	734	521	404	412	403
YKL008C	chrXI	427295	428551	-	1257	589	772	571	412	393	457
YKL029C	chrXI	382716	384725	-	2010	1119	1828	1252	687	922	1099
YKR047W	chrXI	525257	525562	+	306	43	45	14	22	6	29
YKL066W	chrXI	315281	315724	+	444	1711	2010	1475	859	1104	973
YKL119C	chrXI	218570	219217	-	648	115	207	125	39	119	65
YEL041W	chrV	75944	77431	+	1488	751	1399	611	536	472	587
YER011W	chrV	175248	176012	+	765	29	31	15	29	11	21
YER158W-A	chrV	491487	491702	+	216	81	108	62	45	43	43
snR53	chrV	61699	61789	+	91	0	1	0	0	1	0
YER056C-A	chrV;chrV	269423;270149	269751;270185	-;-	366	661	1174	576	644	590	538
YEL067C	chrV	26189	26776	-	588	92	188	78	61	57	100
YEL054C	chrV	52721	53218	-	498	38	85	39	42	35	27
YEL047C	chrV	65385	66797	-	1413	824	1003	667	464	478	720
YER146W	chrV	462585	462866	+	282	11	4	6	3	6	7
YER159C	chrV	491530	491958	-	429	1833	2923	2391	1435	2040	1137
YER084W	chrV	327065	327451	+	387	376	487	290	226	255	223
YER183C	chrV	553334	553969	-	636	402	473	433	211	292	227
YEL009C-A	chrV	136371	136778	-	408	3	4	1	1	3	2
YEL059C-A	chrV	42400	42624	-	225	399	507	379	302	254	253
YER172C	chrV	529530	536021	-	6492	1763	2423	1732	1277	1229	1452
YER092W	chrV	342855	343232	+	378	722	1392	928	540	680	428
YEL008C-A	chrV	140726	140818	-	93	0	0	0	0	0	0
YEL032W	chrV	86937	89852	+	2916	1113	1538	1134	931	809	998
YEL010W	chrV	136279	136629	+	351	1	1	1	1	1	0
YEL040W	chrV	78053	79456	+	1404	126	220	166	91	121	101
YEL059W	chrV	42652	42960	+	309	236	364	197	168	200	99
YER105C	chrV	367838	372013	-	4176	1674	2322	1554	1156	1089	1257
YEL053C	chrV	53901	56102	-	2202	472	768	481	378	348	396
YEL046C	chrV	67629	68792	-	1164	1322	2093	1610	781	1062	1237
YER137C	chrV	441373	441819	-	447	92	188	89	82	97	69
YER013W	chrV	178841	182278	+	3438	1514	1702	1739	887	1179	980
YER147C-A	chrV	465203	465613	-	411	91	154	120	78	65	73
YEL036C	chrV	83050	84552	-	1503	2620	3445	2622	1714	1840	1550
YER094C	chrV	348729	349346	-	618	2375	3090	1987	1240	1531	1577
YER038C	chrV	226858	228252	-	1395	1274	2143	1533	725	928	731
YEL034W	chrV	85676	86149	+	474	0	0	0	0	0	0
YER144C	chrV	457806	460223	-	2418	4349	4773	3172	2914	2668	2870
YER069W	chrV	295410	298001	+	2592	717	915	816	478	472	469
YEL066W	chrV	26667	27206	+	540	100	157	78	75	67	86
YER161C	chrV	499347	500348	-	1002	1746	2449	2499	1151	1527	1227
YER131W	chrV	423952	424311	+	360	528	1059	601	437	469	512
YER027C	chrV	208979	210232	-	1254	1168	1505	942	769	731	821
tH(GUG)E2	chrV	434541	434612	-	72	6	14	12	0	4	2
YER088C-A	chrV	335696	336019	-	324	92	90	63	54	55	65
YER002W	chrV	156803	157498	+	696	1543	2631	2104	1383	1574	978
YEL062W	chrV	34407	36254	+	1848	1163	1355	957	613	657	675
YEL074W	chrV	6126	6464	+	339	15	26	26	7	18	17
YER142C	chrV	455146	456036	-	891	727	866	573	403	456	483
YER035W	chrV	222639	223076	+	438	2893	4051	3107	2076	2264	2309
YER145C	chrV	460526	461740	-	1215	730	1691	908	752	838	571
YER176W	chrV	541690	545055	+	3366	1593	2126	1868	948	1056	1228
YER071C	chrV	301947	302327	-	381	219	350	221	108	172	104
YER150W	chrV	468370	468816	+	447	49560	52403	42706	21048	28458	32539
YER177W	chrV	545611	546414	+	804	16458	20292	17766	10591	12767	12723
YER123W	chrV	404813	406387	+	1575	1146	1566	1145	702	865	805
YEL018W	chrV	121471	122310	+	840	355	323	281	155	158	190
YER116C	chrV	395348	396172	-	825	1719	2421	1970	1167	1340	1214
YER043C	chrV	235770	237119	-	1350	930	1367	1103	560	846	684
YEL004W	chrV	146951	147979	+	1029	240	323	147	108	105	118
YER141W	chrV	453459	454919	+	1461	3189	3850	2620	1681	1931	2160
YER170W	chrV	525974	526651	+	678	175	228	205	117	145	125
YER047C	chrV	243810	246503	-	2694	1873	2429	1818	1246	1230	1420
YER132C	chrV	425188	430449	-	5262	1234	1472	1097	713	833	824
YEL068C	chrV	25646	25978	-	333	56	64	25	26	33	28
YER080W	chrV	319963	321846	+	1884	2841	3563	2912	1646	1910	2361
YER052C	chrV	256375	257958	-	1584	2440	3370	2701	1618	1674	2397
YER070W	chrV	298950	301616	+	2667	23	78	117	52	46	62
YEL007W	chrV	141892	143892	+	2001	487	911	461	463	489	514
tE(UUC)E2	chrV	354934	355005	+	72	0	2	0	0	0	2
YER068C-A	chrV	295301	295732	-	432	8	13	12	5	7	5
YER115C	chrV	394292	394867	-	576	326	402	256	130	249	213
tS(AGA)E	chrV	86604	86685	+	82	3	7	3	2	5	1
YER076C	chrV	312590	313498	-	909	363	499	363	240	269	215
YEL021W	chrV	116167	116970	+	804	33984	26744	61410	45780	18935	50387
YEL026W	chrV	101943	102323	+	381	137	244	174	130	197	86
YER040W	chrV	229795	231987	+	2193	1319	1569	1425	929	897	976
YEL016C	chrV	124737	126218	-	1482	940	1326	977	668	640	769
YER012W	chrV	177835	178431	+	597	1627	1976	1305	887	1038	1182
YER190W	chrV	571480	576525	+	5046	32	35	41	25	28	31
YER185W	chrV	559454	560365	+	912	300	299	199	173	271	120
YER189W	chrV	571155	571523	+	369	45	56	28	41	40	36
YEL060C	chrV	40046	41953	-	1908	68674	92017	60432	54917	51238	56771
YEL052W	chrV	56571	58100	+	1530	1227	1492	1071	764	702	1074
YER149C	chrV	466208	467470	-	1263	390	306	296	205	213	191
YER111C	chrV	382595	385876	-	3282	478	820	473	406	344	473
YER081W	chrV	322686	324095	+	1410	1400	1702	1890	862	1264	923
YER010C	chrV	172634	173338	-	705	1238	1428	1318	727	931	877
YER018C	chrV	191959	192624	-	666	526	618	392	369	335	357
YEL076C	chrV	4464	5114	-	651	0	0	0	0	0	0
YEL018C-A	chrV	121455	121988	-	534	0	0	0	0	0	0
YER072W	chrV	302806	303195	+	390	1544	2769	2058	1280	1578	1282
YER093C	chrV	343320	347612	-	4293	1538	1846	1335	1010	929	1071
YER178W	chrV	546817	548079	+	1263	3581	4181	2744	2140	2087	3265
YER030W	chrV	213437	213898	+	462	1729	3536	2165	1045	1606	991
YER128W	chrV	415859	416470	+	612	255	380	300	187	205	181
YER003C	chrV;chrV	157736;159088	158994;159118	-;-	1290	276	349	275	203	206	228
YER163C	chrV	503084	503782	-	699	546	625	447	290	324	275
YEL005C	chrV	145907	146755	-	849	1356	1621	1073	762	869	957
YER173W	chrV	536300	538279	+	1980	531	823	555	381	372	408
YEL065W	chrV	27657	29543	+	1887	825	2255	1519	789	1247	956
YEL055C	chrV	48471	51539	-	3069	492	720	453	401	355	432
YER029C	chrV	212587	213177	-	591	620	920	635	398	482	455
